,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,split2_train_precision_weighted,split3_train_precision_weighted,split4_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,split2_train_recall_weighted,split3_train_recall_weighted,split4_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted
0,42.4181743144989,3.2608718659052847,22.803181076049803,1.1543826214852744,15,300,"{'rf__max_depth': 15, 'rf__n_estimators': 300}",0.5099313501144165,0.509954689001785,0.509954689001785,0.5099322592456975,0.5099789435136867,0.5099503853829114,1.7569515359798836e-05,10,0.5099551446356646,0.5099493094412596,0.5099493094412596,0.5099549168135112,0.5099432468305185,0.5099503854324428,4.392233627211374e-06,0.34442623078169426,0.34445243520098745,0.34445243520098745,0.34442725152361797,0.34447966833516136,0.3444476033186019,1.972690834066562e-05,10,0.34445294678356797,0.3444463950857338,0.3444463950857338,0.34445269098639375,0.3444395880890207,0.34444760320609,4.931542150421464e-06,0.2600299818295116,0.26005378483490726,0.26005378483490726,0.2600309090194213,0.26007852282733607,0.26004939586086767,1.7919282863758508e-05,10,0.2600542495403816,0.26004829819961756,0.26004829819961756,0.26005401718227517,0.26004211498805113,0.2600493956219886,4.4796349293329104e-06,0.5099313501144165,0.509954689001785,0.509954689001785,0.5099322592456975,0.5099789435136867,0.5099503853829114,1.7569515359798836e-05,10,0.5099551446356646,0.5099493094412596,0.5099493094412596,0.5099549168135112,0.5099432468305185,0.5099503854324428,4.392233627211374e-06
1,50.388821077346805,2.652668508326024,24.6305344581604,1.1146870524029944,15,500,"{'rf__max_depth': 15, 'rf__n_estimators': 500}",0.5099313501144165,0.509954689001785,0.509954689001785,0.5099322592456975,0.5099789435136867,0.5099503853829114,1.7569515359798836e-05,10,0.5099551446356646,0.5099493094412596,0.5099493094412596,0.5099549168135112,0.5099432468305185,0.5099503854324428,4.392233627211374e-06,0.34442623078169426,0.34445243520098745,0.34445243520098745,0.34442725152361797,0.34447966833516136,0.3444476033186019,1.972690834066562e-05,10,0.34445294678356797,0.3444463950857338,0.3444463950857338,0.34445269098639375,0.3444395880890207,0.34444760320609,4.931542150421464e-06,0.2600299818295116,0.26005378483490726,0.26005378483490726,0.2600309090194213,0.26007852282733607,0.26004939586086767,1.7919282863758508e-05,10,0.2600542495403816,0.26004829819961756,0.26004829819961756,0.26005401718227517,0.26004211498805113,0.2600493956219886,4.4796349293329104e-06,0.5099313501144165,0.509954689001785,0.509954689001785,0.5099322592456975,0.5099789435136867,0.5099503853829114,1.7569515359798836e-05,10,0.5099551446356646,0.5099493094412596,0.5099493094412596,0.5099549168135112,0.5099432468305185,0.5099503854324428,4.392233627211374e-06
2,71.17035226821899,5.171082129959277,29.50994954109192,1.069735160777453,15,800,"{'rf__max_depth': 15, 'rf__n_estimators': 800}",0.5099313501144165,0.509954689001785,0.509954689001785,0.5099322592456975,0.5099789435136867,0.5099503853829114,1.7569515359798836e-05,10,0.5099551446356646,0.5099493094412596,0.5099607520053093,0.5099549168135112,0.5099432468305185,0.5099526739452527,5.942730058590126e-06,0.34442623078169426,0.34445243520098745,0.34445243520098745,0.34442725152361797,0.34447966833516136,0.3444476033186019,1.972690834066562e-05,10,0.34445294678356797,0.3444463950857338,0.34447188924570277,0.34445269098639375,0.3444395880890207,0.34445270203808376,1.0769979263486953e-05,0.2600299818295116,0.26005378483490726,0.26005378483490726,0.2600309090194213,0.26007852282733607,0.26004939586086767,1.7919282863758508e-05,10,0.2600542495403816,0.26004829819961756,0.4710407123663569,0.26005401718227517,0.26004211498805113,0.3022478784553365,0.08439641707261263,0.5099313501144165,0.509954689001785,0.509954689001785,0.5099322592456975,0.5099789435136867,0.5099503853829114,1.7569515359798836e-05,10,0.5099551446356646,0.5099493094412596,0.5099607520053093,0.5099549168135112,0.5099432468305185,0.5099526739452527,5.942730058590126e-06
3,89.93763332366943,3.8937860736256833,23.449608755111694,1.260663391144273,30,300,"{'rf__max_depth': 30, 'rf__n_estimators': 300}",0.5110755148741418,0.5108700627030985,0.5109616000732299,0.5114426949835226,0.5115810674723061,0.5111861738159316,0.00027724927543636477,7,0.5148869461735628,0.5148009565983546,0.5154417401851407,0.514840835755315,0.5151952034418051,0.5150331364308356,0.0002471766007594056,0.34752277751793237,0.3469851812006874,0.3473690168341617,0.34841770197897604,0.3485295673598351,0.3477648197855209,0.0006056612926663807,7,0.3553383880231712,0.35515270049793674,0.356568712965,0.35523346222468893,0.35603536491489923,0.3556657257251392,0.0005494025254137798,0.5741741538593474,0.5417989086532193,0.5183901589757163,0.5806082545117924,0.5573229682126218,0.5544587512916088,0.022547582999915078,9,0.7504615232127618,0.7497179927499571,0.7457494381338261,0.7504453758341832,0.7481154034010927,0.7488979466663642,0.0017909363007413115,0.5110755148741418,0.5108700627030985,0.5109616000732299,0.5114426949835226,0.5115810674723061,0.5111861738159316,0.00027724927543636477,7,0.5148869461735628,0.5148009565983546,0.5154417401851407,0.514840835755315,0.5151952034418051,0.5150331364308356,0.0002471766007594056
4,157.07169313430785,10.44900993004059,29.914515733718872,2.1332346074347535,30,500,"{'rf__max_depth': 30, 'rf__n_estimators': 500}",0.5111670480549199,0.5109616000732299,0.5110073687582956,0.5113511534236543,0.5113979675913211,0.5111770198275388,0.0001757402458683134,8,0.5146237641889417,0.5144233519847128,0.5150984632636482,0.514817950889077,0.5148748226463453,0.514767670594545,0.0002292151036934873,0.34757478344738657,0.3471474375543579,0.34736890076542964,0.3482135826942721,0.3480031625971679,0.3476615581834516,0.0003946934610848418,9,0.35475952393207616,0.3543289617100081,0.3558101868474138,0.35517936442013887,0.3553331991918785,0.35508224722030307,0.0005047562033385927,0.5963259563362047,0.5726021873338399,0.5338367634097372,0.5752186361074377,0.5687813034530939,0.5693531782432953,0.02017087365983741,6,0.750345083593677,0.749430987171837,0.7476580415147478,0.7513699320134014,0.7477309697920392,0.7493070028171405,0.0014526950237822348,0.5111670480549199,0.5109616000732299,0.5110073687582956,0.5113511534236543,0.5113979675913211,0.5111770198275388,0.0001757402458683134,8,0.5146237641889417,0.5144233519847128,0.5150984632636482,0.514817950889077,0.5148748226463453,0.514767670594545,0.0002292151036934873
5,237.95588927268983,11.48235235882066,37.244923782348636,0.5296348658178376,30,800,"{'rf__max_depth': 30, 'rf__n_estimators': 800}",0.5112585812356979,0.5109616000732299,0.5109616000732299,0.5112596118637862,0.5113979675913211,0.5111678658391461,0.00017588719916911288,9,0.5148526180886123,0.5143318114723148,0.5149382673669516,0.5145547749273406,0.5148404961325461,0.514703593597553,0.00022644704737187594,0.34796950841994045,0.3470442877643102,0.3473275680776678,0.3480908975610549,0.3479733904151832,0.34768112131040346,0.00041643006304307534,8,0.3552656918150496,0.35412712754445996,0.3554570028638748,0.35460645470823654,0.35525601436718324,0.35494245825976084,0.0004990422978744959,0.5751476246138485,0.5796848753734274,0.5504437855984354,0.5536603786258121,0.580304543475576,0.5678480961568902,0.01305949640003228,8,0.7495011363292153,0.7493825082218313,0.7483947900310096,0.7513008397805176,0.7476404577986117,0.7492439464322371,0.001233563833026535,0.5112585812356979,0.5109616000732299,0.5109616000732299,0.5112596118637862,0.5113979675913211,0.5111678658391461,0.00017588719916911288,9,0.5148526180886123,0.5143318114723148,0.5149382673669516,0.5145547749273406,0.5148404961325461,0.514703593597553,0.00022644704737187594
6,313.81137495040895,23.0928915936255,26.16165852546692,1.2278694964226593,60,300,"{'rf__max_depth': 60, 'rf__n_estimators': 300}",0.5335926773455377,0.5319236578333104,0.5318778891482447,0.5326803368729404,0.5319051542616497,0.5323959649219164,0.0006701417850466624,4,0.5803162760893446,0.5811335003947684,0.5815912029567586,0.582179554660503,0.5811936473065129,0.5812828362815775,0.0006105224554488547,0.4044246358610708,0.39980922298844873,0.4012526107400902,0.4031513433526804,0.4023220851991336,0.4021919877110349,0.001580033522666968,4,0.4842608172161709,0.48572452791570414,0.48656252977078807,0.4875546491198096,0.485836202107545,0.4859877452260036,0.0010825981808303216,0.5771082008284253,0.5758776722304744,0.5592988475157126,0.5745628435075532,0.5660628412233392,0.5705822284684793,0.006844263791798188,4,0.7628567877473834,0.7630461589738556,0.7630798626623487,0.764593732438103,0.7641059600311337,0.763536500370565,0.000686000857382857,0.5335926773455377,0.5319236578333104,0.5318778891482447,0.5326803368729404,0.5319051542616497,0.5323959649219164,0.0006701417850466624,4,0.5803162760893446,0.5811335003947684,0.5815912029567586,0.582179554660503,0.5811936473065129,0.5812828362815775,0.0006105224554488547
7,525.8222927093506,18.386753236006875,32.48544712066651,1.3712083235116697,60,500,"{'rf__max_depth': 60, 'rf__n_estimators': 500}",0.5334096109839817,0.5320151952034418,0.531694814407982,0.5322226290735994,0.5320882541426348,0.5322861170612035,0.0005879721445144959,5,0.5790919077261076,0.58106484501047,0.5806643552687286,0.5814930086733643,0.5807474026271225,0.5806123038611586,0.0008140024436247359,0.4035396663932531,0.3998439469690996,0.40033559355503984,0.4020315349790353,0.4026127998454892,0.4016726963370409,0.0013878473852170648,5,0.48206890241424327,0.4856069002327304,0.4849076099250551,0.4863598326677782,0.4850505238307234,0.48479875381410603,0.0014572161322747544,0.5759141536565237,0.5775393817274808,0.558954864672029,0.5729194568804504,0.5663539866944597,0.5703365055036449,0.006856687579660711,5,0.7629740599681109,0.7633118412914905,0.7626556954616891,0.7644922321839411,0.7641667559752141,0.7635201169760892,0.0007002758804701674,0.5334096109839817,0.5320151952034418,0.531694814407982,0.5322226290735994,0.5320882541426348,0.5322861170612035,0.0005879721445144959,5,0.5790919077261076,0.58106484501047,0.5806643552687286,0.5814930086733643,0.5807474026271225,0.5806123038611586,0.0008140024436247359
8,866.8519419670105,16.80647917145192,43.45278372764587,3.060024112974163,60,800,"{'rf__max_depth': 60, 'rf__n_estimators': 800}",0.5336842105263158,0.5313286649274567,0.5318778891482447,0.5314445258147199,0.5319967042021423,0.5320664213397778,0.0008472172402480743,6,0.5795267301354815,0.5800578993740918,0.5804927168079823,0.5810353113486052,0.5804727905167285,0.5803170896365779,0.000502549067889608,0.4043953756515773,0.39832622850492533,0.4006527485299612,0.40077828160181844,0.402391483761118,0.40130882698874165,0.0020153192935630933,6,0.4828595047977472,0.4838081139036218,0.4845845872731804,0.48556934684477526,0.48455423174639783,0.4842751569131445,0.0009023034493976684,0.5784036813791217,0.5725462441797999,0.5598252010241643,0.5683488797765974,0.5647447056968276,0.5687739450981053,0.0063791085050413756,7,0.7629611565675647,0.7634011481616311,0.7632267145435705,0.7640036855141813,0.7641655062331348,0.7635516422040165,0.0004600156364043438,0.5336842105263158,0.5313286649274567,0.5318778891482447,0.5314445258147199,0.5319967042021423,0.5320664213397778,0.0008472172402480743,6,0.5795267301354815,0.5800578993740918,0.5804927168079823,0.5810353113486052,0.5804727905167285,0.5803170896365779,0.000502549067889608
9,727.8857599258423,35.99792744641926,29.850751304626463,1.0937947199110658,100,300,"{'rf__max_depth': 100, 'rf__n_estimators': 300}",0.5625629290617848,0.5605748546844249,0.559842555723374,0.5606462834126693,0.5612926851597546,0.560983870672452,0.0009135492582357504,1,0.6733225009154156,0.6762212076482098,0.6753058025242297,0.6761677002997918,0.6760149205913314,0.6754064263957956,0.0010923865802451144,0.4718747150376297,0.46791842682859,0.46674599731129773,0.468626410119875,0.47068222388673964,0.4691695428309017,0.0018622836176091125,1,0.6305373371302554,0.6345470910345892,0.6333395620148564,0.6345066095298747,0.6343538524517431,0.6334568904322637,0.0015252898637562377,0.5765554967771649,0.5743256353663581,0.5626145243444061,0.5701354201505184,0.5711909094396811,0.5709644497644618,0.004754402168295699,3,0.7999395535628278,0.8007903547679558,0.8003459624254853,0.8008966445607559,0.8008413335624749,0.8005627697758999,0.000367768666199972,0.5625629290617848,0.5605748546844249,0.559842555723374,0.5606462834126693,0.5612926851597546,0.560983870672452,0.0009135492582357504,1,0.6733225009154156,0.6762212076482098,0.6753058025242297,0.6761677002997918,0.6760149205913314,0.6754064263957956,0.0010923865802451144
